year,brand_id,user_id,Total_Nodes,Total_Sessions,Total_Stories
2019,9,6232,0,283,8
2019,9,6233,0,408,8
2019,9,6351,0,129,7
2019,9,6352,0,169,8
2019,9,6353,0,187,8
2019,9,6354,0,219,7
2019,9,6355,0,132,4
2019,9,6356,0,119,7
2019,9,6357,0,171,8
2019,9,6358,0,322,8
2019,9,6359,0,231,8
2019,9,6360,0,184,7
2019,9,6361,0,279,7
2019,9,6362,0,152,8
2019,9,6363,0,100,5
2019,9,6431,0,126,7
2019,9,6432,0,248,8
2019,9,6433,0,284,9
2019,9,6434,0,177,6
2019,9,6435,0,297,7
2019,9,6436,0,142,7
2019,9,6437,0,101,3
2019,9,6438,0,177,8
2019,9,6439,0,140,7
2019,9,6440,0,37,3
2019,9,6441,0,215,10
2019,9,6442,0,112,4
2019,9,6443,0,226,7
2019,9,6444,0,315,8
2019,9,6445,0,97,5
2019,9,6446,0,85,5
2019,9,6447,0,24,1
2019,9,6448,0,134,4
2019,9,6449,0,165,3
2019,9,6450,0,50,4
2019,9,6451,0,74,2
2019,9,6501,0,189,6
2019,9,6502,0,611,11
2019,9,6503,0,895,12
2019,9,6504,0,566,11
2019,9,6505,0,550,11
2019,9,6506,0,596,11
2019,9,6507,0,425,11
2019,9,6508,0,738,12
2019,9,6509,0,229,11
2019,9,6510,0,630,12
2019,9,6511,0,484,10
2019,9,6512,0,89,2
2019,9,6513,0,399,8
2019,9,6515,0,600,11
2019,9,6516,0,414,10
2019,9,6517,0,532,13
2019,9,6518,0,130,7
2019,9,6553,0,299,10
2019,9,6554,0,364,7
2019,9,6555,0,222,10
2019,9,6556,0,269,10
2019,9,6557,0,179,4
2019,9,6558,0,405,10
2019,9,6559,0,618,13
2019,9,6560,0,606,12
2019,9,6561,0,631,14
2019,9,6562,0,380,12
2019,9,6563,0,675,10
2019,9,6564,0,227,9
2019,9,6565,0,205,5
2019,9,6566,0,514,8
2019,9,6567,0,254,6
2019,9,6568,0,314,9
2019,9,6569,0,366,15
2019,9,6570,0,530,14
2019,9,6571,0,300,8
2019,9,6872,0,223,8
2019,9,6874,0,207,11
2019,9,6875,0,201,9
2019,9,6876,0,96,2
2019,9,6878,0,253,10
2019,9,6879,0,53,2
2019,9,6880,0,188,10
2019,9,6881,0,258,9
2019,9,6882,0,94,4
2019,9,6892,0,40,3
2019,9,6893,0,144,10
2019,9,6917,0,571,12
2019,9,6918,0,312,11
2019,9,6919,0,408,11
2019,9,6920,0,104,7
2019,9,6921,0,157,3
2019,9,6922,0,141,7
2019,9,6923,0,288,10
2019,9,6924,0,162,9
2019,9,6925,0,514,11
2019,9,6926,0,273,10
2019,9,6928,0,329,12
2019,9,6929,0,367,11
2019,9,6931,0,328,10
2019,9,6932,0,155,9
2019,9,6933,0,381,10
2019,9,6934,0,244,8
2019,9,6935,0,144,8
2019,9,6936,0,426,10
2019,9,6937,0,477,7
2019,9,6938,0,407,13
2019,9,6939,0,259,10
2019,9,6941,0,140,5
2019,9,6942,0,263,5
2019,9,6943,0,112,5
2019,9,6944,0,145,6
2019,9,6945,0,236,8
2019,9,6946,0,377,12
2019,9,6947,0,388,11
2019,9,6948,0,196,10
2019,9,6949,0,292,12
2019,9,7035,0,195,6
2019,9,7040,0,501,15
2019,9,7044,0,214,9
2019,9,7045,0,352,13
2019,12,3593,0,309,7
2019,12,3595,0,127,12
2019,12,3596,0,15,2
2019,12,3597,0,17,3
2019,12,5679,0,9,3
2019,12,5792,0,17,2
2019,12,6109,0,5,1
2019,12,6617,0,5,1
2019,12,7048,0,6,1
2019,16,4034,0,426,13
2019,16,6959,0,5,1
2019,16,7064,0,53,1
2019,16,7065,0,7,1
2019,16,7066,0,102,1
2019,16,7067,0,165,1
2019,16,7135,0,27,2
2019,16,7136,0,76,2
2019,16,7137,0,46,2
2019,17,2711,0,15,1
2019,17,2713,0,102,7
2019,17,2714,0,51,4
2019,17,2715,0,5,1
2019,17,4058,0,64,4
2019,17,5830,0,510,31
2019,17,5868,0,1857,21
2019,20,5299,0,494,54
2019,20,5300,0,2385,127
2019,20,5303,0,536,43
2019,20,5396,0,240,16
2019,20,5934,0,145,12
2019,20,5935,0,808,54
2019,20,5936,0,1190,60
2019,20,5937,0,333,27
2019,20,5938,0,364,16
2019,20,5940,0,1288,72
2019,20,5941,0,242,19
2019,20,5942,0,258,26
2019,20,5943,0,1100,62
2019,20,5944,0,1198,60
2019,20,5945,0,357,30
2019,20,5946,0,808,48
2019,20,5947,0,536,35
2019,20,6045,0,1,1
2019,20,6047,0,235,9
2019,20,6052,0,39,4
2019,20,6053,0,47,4
2019,20,6129,0,64,7
2019,20,6130,0,255,16
2019,20,6131,0,206,17
2019,20,6132,0,217,14
2019,20,6134,0,144,13
2019,20,6135,0,134,14
2019,20,6136,0,116,12
2019,20,6137,0,199,15
2019,20,6138,0,13,2
2019,20,6139,0,164,20
2019,20,6140,0,245,22
2019,20,6141,0,214,20
2019,20,6142,0,210,18
2019,20,6143,0,61,6
2019,20,6144,0,125,14
2019,20,6145,0,348,25
2019,20,6146,0,275,21
2019,20,6147,0,106,15
2019,20,6149,0,72,7
2019,20,6189,0,98,3
2019,20,6201,0,18,1
2019,20,6202,0,35,2
2019,20,6203,0,7,1
2019,20,6204,0,89,12
2019,20,6205,0,93,8
2019,20,6206,0,24,3
2019,20,6208,0,11,1
2019,20,6294,0,30,3
2019,20,6296,0,27,2
2019,20,6297,0,5,1
2019,20,6298,0,13,2
2019,20,6299,0,3,1
2019,20,6306,0,3,1
2019,20,6308,0,52,5
2019,20,6309,0,48,6
2019,20,6312,0,23,1
2019,20,6364,0,573,27
2019,20,6365,0,78,5
2019,20,6366,0,167,6
2019,20,6373,0,511,27
2019,20,6374,0,216,19
2019,20,6376,0,270,21
2019,20,6377,0,340,18
2019,20,6378,0,456,25
2019,20,6379,0,122,10
2019,20,6380,0,289,23
2019,20,6381,0,393,22
2019,20,6382,0,429,24
2019,20,6383,0,485,25
2019,20,6384,0,393,25
2019,20,6385,0,305,23
2019,20,6386,0,89,16
2019,20,6387,0,325,22
2019,20,6388,0,869,26
2019,20,6389,0,379,18
2019,20,6390,0,353,21
2019,20,6391,0,238,12
2019,20,6393,0,341,24
2019,20,6394,0,326,21
2019,20,6396,0,272,19
2019,20,6397,0,473,22
2019,20,6398,0,525,24
2019,20,6399,0,264,24
2019,20,6400,0,179,13
2019,20,6401,0,280,18
2019,20,6402,0,298,18
2019,20,6403,0,416,21
2019,20,6404,0,369,21
2019,20,6405,0,283,17
2019,20,6406,0,344,25
2019,20,6429,0,291,18
2019,20,6430,0,216,17
2019,20,6475,0,62,9
2019,20,6476,0,238,16
2019,20,6477,0,121,16
2019,20,6478,0,190,16
2019,20,6479,0,176,16
2019,20,6482,0,189,19
2019,20,6483,0,149,17
2019,20,6484,0,237,17
2019,20,6485,0,221,20
2019,20,6486,0,126,13
2019,20,6488,0,27,3
2019,20,6489,0,159,16
2019,20,6490,0,146,17
2019,20,6491,0,60,10
2019,20,6492,0,132,12
2019,20,6493,0,169,13
2019,20,6494,0,124,14
2019,20,6495,0,134,16
2019,20,6496,0,81,12
2019,20,6665,0,22,4
2019,20,6666,0,21,6
2019,20,6667,0,35,6
2019,20,6668,0,26,6
2019,20,6669,0,31,5
2019,20,6670,0,44,5
2019,20,6671,0,17,5
2019,20,6672,0,37,7
2019,20,6674,0,22,6
2019,20,6675,0,43,7
2019,20,6676,0,41,6
2019,20,6678,0,188,11
2019,20,6679,0,120,12
2019,20,6680,0,98,10
2019,20,6681,0,188,19
2019,20,6682,0,222,15
2019,20,6684,0,111,10
2019,20,6685,0,256,16
2019,20,6686,0,95,9
2019,20,6687,0,95,13
2019,20,6688,0,166,15
2019,20,6689,0,87,9
2019,20,6691,0,220,13
2019,20,6692,0,178,14
2019,20,6693,0,159,13
2019,20,6694,0,162,11
2019,20,6696,0,154,13
2019,20,6697,0,75,9
2019,20,6698,0,167,15
2019,20,6699,0,240,16
2019,20,6700,0,175,12
2019,20,6701,0,179,14
2019,20,6702,0,142,14
2019,20,6703,0,89,8
2019,20,6704,0,24,4
2019,20,6705,0,34,7
2019,20,6706,0,6,2
2019,20,6707,0,21,4
2019,20,6708,0,23,5
2019,20,6709,0,14,4
2019,20,6710,0,22,4
2019,20,6711,0,17,2
2019,20,6720,0,52,4
2019,20,6721,0,23,2
2019,20,6722,0,27,4
2019,20,6723,0,58,7
2019,20,6725,0,87,5
2019,20,6726,0,187,13
2019,20,6727,0,189,11
2019,20,6728,0,179,11
2019,20,6729,0,81,8
2019,20,6730,0,122,10
2019,20,6731,0,69,6
2019,20,6732,0,25,6
2019,20,6733,0,14,4
2019,20,6734,0,33,4
2019,20,6960,0,203,17
2019,20,6964,0,147,13
2019,20,6965,0,121,14
2019,20,6966,0,96,11
2019,20,6967,0,117,13
2019,20,6968,0,180,15
2019,20,6969,0,150,17
2019,20,6970,0,112,14
2019,20,6971,0,102,12
2019,20,6972,0,172,13
2019,20,6973,0,180,17
2019,20,6974,0,132,16
2019,20,6975,0,311,15
2019,20,6976,0,288,19
2019,20,6977,0,209,14
2019,20,6978,0,353,19
2019,20,6979,0,271,19
2019,20,6980,0,366,19
2019,20,6981,0,441,18
2019,20,6982,0,297,19
2019,20,6983,0,363,18
2019,20,6984,0,348,18
2019,20,6985,0,47,5
2019,20,6986,0,6,2
2019,20,6987,0,34,3
2019,20,6988,0,80,8
2019,20,6990,0,71,9
2019,20,6991,0,11,2
2019,20,6992,0,38,6
2019,20,6993,0,53,7
2019,20,6995,0,90,10
2019,20,6997,0,10,2
2019,20,6998,0,119,6
2019,20,6999,0,48,3
2019,20,7001,0,68,3
2019,20,7003,0,41,5
2019,20,7004,0,65,3
2019,20,7005,0,75,3
2019,20,7008,0,88,3
2019,20,7009,0,39,1
2019,20,7010,0,66,7
2019,20,7011,0,77,6
2019,20,7012,0,128,8
2019,20,7013,0,140,8
2019,20,7014,0,64,7
2019,20,7015,0,61,7
2019,20,7016,0,104,8
2019,20,7017,0,123,8
2019,20,7018,0,144,8
2019,20,7019,0,35,4
2019,20,7020,0,78,8
2019,20,7069,0,127,13
2019,20,7070,0,43,6
2019,20,7071,0,33,6
2019,20,7074,0,121,13
2019,20,7075,0,145,16
2019,20,7076,0,124,13
2019,20,7077,0,70,10
2019,20,7078,0,196,18
2019,20,7079,0,263,14
2019,20,7080,0,119,12
2019,20,7081,0,50,8
2019,20,7082,0,259,18
2019,20,7083,0,103,12
2019,20,7084,0,14,4
2019,20,7085,0,89,11
2019,20,7086,0,147,12
2019,20,7087,0,93,11
2019,20,7088,0,234,14
2019,20,7089,0,180,13
2019,20,7090,0,387,16
2019,20,7091,0,197,17
2019,20,7092,0,331,19
2019,20,7093,0,184,12
2019,20,7094,0,202,14
2019,20,7095,0,228,15
2019,20,7096,0,219,14
2019,20,7097,0,225,18
2019,20,7098,0,162,14
2019,20,7099,0,191,17
2019,20,7100,0,371,18
2019,20,7101,0,89,11
2019,20,7102,0,232,16
2019,20,7103,0,346,13
2019,20,7104,0,158,14
2019,20,7105,0,167,16
2019,20,7106,0,201,14
2019,20,7108,0,25,3
2019,20,7109,0,67,9
2019,20,7110,0,30,4
2019,20,7111,0,103,13
2019,20,7112,0,87,11
2019,20,7114,0,44,7
2019,20,7115,0,20,4
2019,20,7116,0,25,6
2019,20,7117,0,97,11
2019,20,7118,0,63,5
2019,20,7119,0,8,2
2019,20,7120,0,52,8
2019,20,7121,0,40,3
2019,20,7122,0,28,3
2019,20,7123,0,3,1
2019,20,7124,0,29,3
2019,20,7126,0,23,3
2019,20,7127,0,29,3
2019,20,7128,0,6,1
2019,20,7129,0,6,1
2019,20,7130,0,27,3
2019,20,7131,0,3,1
2019,20,7134,0,94,1
2019,20,7139,0,71,5
2019,20,7141,0,76,1
2019,20,7204,0,8,1
2019,20,7211,0,23,2
2019,20,7212,0,11,2
2019,20,7213,0,11,3
2019,20,7214,0,209,20
2019,20,7215,0,82,8
2019,20,7216,0,3,1
2019,20,7217,0,22,4
2019,20,7218,0,120,16
2019,20,7219,0,44,6
2019,20,7220,0,50,6
2019,20,7222,0,88,11
2019,20,7223,0,33,3
2019,20,7224,0,82,5
2019,20,7225,0,48,3
2019,20,7226,0,104,14
2019,20,7227,0,49,4
2019,20,7229,0,241,20
2019,20,7230,0,237,11
2019,20,7231,0,296,20
2019,20,7232,0,224,17
2019,20,7233,0,264,23
2019,20,7234,0,258,17
2019,20,7235,0,42,4
2019,20,7236,0,199,23
2019,20,7237,0,21,4
2019,20,7238,0,64,5
2019,20,7239,0,74,10
2019,20,7240,0,251,19
2019,20,7241,0,112,10
2019,20,7242,0,43,2
2019,20,7243,0,22,5
2019,20,7249,0,196,10
2019,20,7252,0,71,11
2019,20,7253,0,57,7
2019,20,7254,0,38,4
2019,20,7255,0,178,18
2019,21,5328,0,30,1
2019,22,5330,0,748,23
2019,22,5399,0,165,17
2019,22,5559,0,18,4
2019,22,5570,0,45,7
2019,22,7151,0,142,1
2019,22,7152,0,365,1
2019,24,5403,0,222,11
2019,24,6425,0,4,1
2019,24,6550,0,14,2
2019,24,6586,0,11,1
2019,24,6626,0,7,2
2019,24,6627,0,4,1
2019,24,6628,0,14,3
2019,24,6629,0,174,9
2019,24,6630,0,43,1
2019,24,6634,0,3,1
2019,24,6635,0,10,1
2019,24,6636,0,89,10
2019,24,6638,0,5,1
2019,24,6639,0,17,3
2019,24,6640,0,17,2
2019,24,6642,0,24,3
2019,24,6643,0,4,1
2019,24,6644,0,42,3
2019,24,6645,0,19,4
2019,24,6646,0,7,1
2019,24,6647,0,22,3
2019,24,6776,0,35,4
2019,24,6777,0,98,8
2019,24,6778,0,57,7
2019,24,6779,0,7,2
2019,24,6780,0,53,5
2019,24,6781,0,74,7
2019,24,6783,0,31,3
2019,24,6784,0,36,6
2019,24,6785,0,87,9
2019,24,6786,0,46,2
2019,24,6788,0,25,3
2019,24,6789,0,52,5
2019,24,6790,0,31,7
2019,24,6792,0,45,8
2019,24,6793,0,19,4
2019,24,6794,0,19,3
2019,24,6795,0,63,7
2019,24,6848,0,37,7
2019,24,6849,0,39,5
2019,24,6850,0,4,1
2019,25,5677,0,8,1
2019,25,5678,0,31,1
2019,25,5721,0,28,1
2019,26,5950,0,620,25
2019,26,6026,0,216,11
2019,26,6028,0,665,8
2019,26,6030,0,123,9
2019,26,6105,0,1672,16
2019,26,6112,0,2095,13
2019,26,6114,0,2493,13
2019,26,6117,0,1340,13
2019,26,6118,0,1176,14
2019,26,6120,0,740,13
2019,26,6121,0,2283,13
2019,26,6122,0,2629,13
2019,26,6123,0,3045,13
2019,26,6124,0,4038,14
2019,26,6125,0,3708,13
2019,26,6127,0,3491,14
2019,26,6277,0,1152,10
2019,26,6280,0,1821,9
2019,26,6282,0,1573,9
2019,26,6288,0,1056,9
2019,26,6292,0,593,4
2019,26,6464,0,1658,10
2019,26,6468,0,1488,10
2019,26,6469,0,1833,10
2019,26,6470,0,1437,9
2019,26,6471,0,1527,10
2019,26,6533,0,648,11
2019,26,6536,0,534,11
2019,26,6537,0,563,11
2019,26,6539,0,479,8
2019,26,6618,0,291,7
2019,26,6621,0,146,3
2019,26,7042,0,361,3
